Date,Day,Meal Type,Food Item,Wasted (kg),Consumed (kg),Prepared (kg),Number of Students,Season,Holiday or Weekday,Food Category,Meal Cost per Student,Total Cost,Nutritional Value (Calories),Protein_Content_g,Carbohydrates_g,Fat_Content_g,Average_Rating,Leftovers_%,1kg Cost (Min),1kg Cost (Max),Consumption Ratio
2022-04-17,Wednesday,Dinner,Daal sambar,2.08,21.57,23.65,211,Spring,Weekday,Beverage,14.7,3101.7,402,15.92,77.77,18.78,2.8,11.47,156,198,0.7463
2022-04-17,Wednesday,Lunch,Thick curd,4.43,43.91,48.34,231,Spring,Weekday,Side Dish,30.11,6955.41,540,17.07,59.5,14.32,3.1,22.39,156,198,0.4541
2022-04-17,Wednesday,Dinner,Wheat Dosai,4.43,34.78,39.21,211,Spring,Weekday,Main Dish,35.39,7467.29,404,23.2,51.14,17.21,2.5,9.49,100,120,0.9745
2022-04-17,Wednesday,Snacks,Tea,5.14,33.21,38.35,202,Spring,Weekday,Snack,37.1,7494.2,582,8.34,35.83,13.21,3.6,8.4,200,250,0.3609
2022-04-17,Wednesday,Snacks,puffs/Samosa,6.95,40.57,47.52,202,Spring,Weekday,Main Dish,23.89,4825.78,236,7.02,20.72,4.75,1.7,19.19,156,198,0.9579
2022-04-16,Tuesday,Lunch,Vadagam,4.57,34.1,38.67,78,Spring,Weekday,Main Dish,13.68,1067.04,384,19.3,49.86,18.0,3.0,4.31,200,250,0.3132
2022-04-16,Tuesday,Breakfast,Maggie (without vegetables),3.59,24.26,27.85,466,Spring,Weekday,Snack,23.97,11170.02,124,28.33,49.88,13.24,2.4,26.68,60,80,0.8205
2022-04-16,Tuesday,Breakfast,Kichadi,4.25,43.81,48.06,466,Spring,Weekday,Main Dish,32.93,15345.38,132,21.06,53.25,14.23,4.6,17.82,100,120,0.896
2022-04-16,Tuesday,Breakfast,coconut chutney,4.53,41.61,46.14,466,Spring,Weekday,Main Dish,26.66,12423.56,285,15.53,53.53,10.78,3.5,27.59,156,198,0.9133
2022-04-16,Tuesday,Breakfast,Ragi Koozh,4.21,45.76,49.97,466,Spring,Weekday,Snack,37.93,17675.38,168,20.9,62.42,2.73,3.1,10.71,80,100,0.4449
2022-04-16,Tuesday,Breakfast,Tomato sauce,5.4,36.66,42.06,466,Spring,Weekday,Main Dish,11.79,5494.14,459,24.64,30.65,13.81,2.3,20.85,156,198,0.9049
2022-04-16,Tuesday,Breakfast,Coffee,4.3,27.79,32.09,466,Spring,Weekday,Main Dish,28.89,13462.74,451,7.96,35.13,17.16,2.0,19.46,400,500,0.4556
2022-04-16,Tuesday,Lunch,Lemon rice/Pulisahtam/Pudina rice/coconut rice,2.31,24.08,26.39,78,Spring,Weekday,Main Dish,19.49,1520.22,446,26.0,76.83,16.94,2.8,19.35,156,198,0.8962
2022-04-16,Tuesday,Lunch,Tomato Rice,2.75,40.4,43.15,78,Spring,Weekday,Beverage,39.41,3073.98,364,15.25,68.64,14.97,3.5,20.11,100,120,0.6076
2022-04-16,Tuesday,Lunch,Rice,2.38,14.89,17.27,78,Spring,Weekday,Beverage,24.73,1928.94,467,19.69,32.85,7.8,3.0,29.36,40,60,0.9774
2022-04-16,Tuesday,Dinner,Chappatti,2.9,46.34,49.24,500,Spring,Weekday,Snack,17.32,8660.0,368,5.65,62.6,13.8,2.1,10.8,156,198,0.9797
2022-04-16,Tuesday,Dinner,banana,4.84,23.73,28.57,500,Spring,Weekday,Beverage,31.69,15845.0,111,11.83,20.55,10.4,3.4,27.16,156,198,0.895
2022-04-16,Tuesday,Dinner,curd rice,2.79,18.47,21.26,500,Spring,Weekday,Main Dish,13.66,6830.0,577,25.79,28.63,6.53,3.4,22.36,156,198,0.6971
2022-04-16,Tuesday,Dinner,veg kuruma,3.36,37.83,41.19,500,Spring,Weekday,Side Dish,10.12,5060.0,460,5.6,52.02,6.17,4.4,23.46,156,198,0.3375
2022-04-16,Tuesday,Lunch,Chutney,5.49,37.18,42.67,78,Spring,Weekday,Main Dish,39.41,3073.98,193,14.6,28.16,5.61,4.6,6.65,156,198,0.9766
2022-04-16,Tuesday,Snacks,Steamed groundnut,6.7,38.33,45.03,80,Spring,Weekday,Beverage,13.79,1103.2,537,13.36,28.62,18.95,2.7,12.75,156,198,0.9334
2022-04-16,Tuesday,Snacks,Ellakai tea,5.09,40.37,45.46,80,Spring,Weekday,Snack,37.23,2978.4,567,14.06,39.53,17.18,4.2,14.03,156,198,0.4545
2022-04-16,Tuesday,Lunch,Thick curd,7.76,39.71,47.47,78,Spring,Weekday,Beverage,32.1,2503.8,588,9.61,23.6,2.24,2.7,1.36,156,198,0.8947
2022-04-15,Monday,Lunch,Rasam,5.08,45.35,50.43,236,Spring,Weekday,Side Dish,17.37,4099.32,497,17.93,55.03,2.89,1.6,6.82,80,100,0.9405
2022-04-15,Monday,Breakfast,Chutney Sambar,2.66,29.7,32.36,161,Spring,Weekday,Side Dish,20.9,3364.9,369,11.75,52.17,13.6,2.8,16.71,156,198,0.5189
2022-04-15,Monday,Breakfast,Vadai,5.38,44.64,50.02,161,Spring,Weekday,Side Dish,32.0,5152.0,569,25.63,46.95,18.53,2.5,1.39,100,120,0.587
2022-04-15,Monday,Breakfast,Sweet Pongal,4.53,45.34,49.87,161,Spring,Weekday,Beverage,26.82,4318.02,216,17.46,46.41,8.86,1.9,27.43,120,150,0.9599
2022-04-15,Monday,Breakfast,Upma(wheat),7.86,46.67,54.53,161,Spring,Weekday,Side Dish,16.36,2633.96,391,6.93,25.47,15.77,3.7,2.96,156,198,0.9166
2022-04-15,Monday,Breakfast,Coffee,3.08,25.8,28.88,161,Spring,Weekday,Main Dish,46.97,7562.17,402,6.46,63.12,12.76,3.9,8.38,400,500,0.6139
2022-04-15,Monday,Lunch,Rice,5.91,33.33,39.24,236,Spring,Weekday,Side Dish,35.57,8394.52,528,13.36,32.82,18.69,2.1,3.28,40,60,0.949
2022-04-15,Monday,Lunch,Kaarakolambu,6.16,38.99,45.15,236,Spring,Weekday,Snack,26.52,6258.72,544,24.62,31.82,9.17,4.2,7.7,120,150,0.6782
2022-04-15,Monday,Lunch,dhal,3.99,29.91,33.9,236,Spring,Weekday,Main Dish,12.72,3001.92,451,22.69,44.77,7.74,4.4,25.13,156,198,0.8454
2022-04-15,Monday,Breakfast,Venpongal,6.4,46.75,53.15,161,Spring,Weekday,Main Dish,19.46,3133.06,487,25.12,35.9,10.8,3.3,9.98,100,120,0.8081
2022-04-15,Monday,Lunch,carrot beans poriyal,3.54,30.19,33.73,236,Spring,Weekday,Beverage,22.69,5354.84,436,24.72,33.67,17.97,4.7,18.46,156,198,0.9407
2022-04-15,Monday,Lunch,Appalam,4.07,36.09,40.16,236,Spring,Weekday,Side Dish,38.22,9019.92,457,16.0,42.29,4.45,2.2,26.15,150,200,0.5936
2022-04-15,Monday,Lunch,Ghee,4.72,35.38,40.1,236,Spring,Weekday,Beverage,27.37,6459.32,548,13.2,52.23,17.18,1.8,22.61,500,600,0.9501
2022-04-15,Monday,Snacks,Tea,4.11,20.8,24.91,457,Spring,Weekday,Snack,45.1,20610.7,353,15.85,32.21,2.19,1.0,25.43,200,250,0.7499
2022-04-15,Monday,Snacks,Cake,6.29,40.54,46.83,457,Spring,Weekday,Main Dish,34.63,15825.91,491,7.22,29.35,17.51,4.5,18.59,300,500,0.9786
2022-04-15,Monday,Dinner,Dosai,2.05,37.39,39.44,77,Spring,Weekday,Beverage,21.72,1672.44,129,10.52,72.83,10.12,2.3,15.04,100,120,0.3436
2022-04-15,Monday,Dinner,Sambar,3.85,33.65,37.5,77,Spring,Weekday,Snack,12.6,970.2,193,19.96,46.02,2.07,2.7,11.22,120,150,0.9733
2022-04-15,Monday,Dinner,Groundnut chutney,4.09,28.79,32.88,77,Spring,Weekday,Beverage,47.41,3650.57,344,23.39,44.73,9.23,2.8,6.71,156,198,0.9392
2022-04-15,Monday,Dinner,banana,2.07,14.57,16.64,77,Spring,Weekday,Main Dish,33.54,2582.58,308,29.96,22.14,5.36,4.4,16.72,156,198,0.8792
2022-04-15,Monday,Lunch,Thick curd,3.04,20.37,23.41,236,Spring,Weekday,Main Dish,49.36,11648.96,512,8.69,46.93,3.48,4.4,24.02,156,198,0.8718
2022-04-14,Sunday,Breakfast,Onion,6.73,43.69,50.42,283,Spring,Holiday,Main Dish,47.26,13374.58,342,22.39,37.01,2.6,3.9,29.92,40,60,0.9802
2022-04-14,Sunday,Lunch,Salna,5.55,35.14,40.69,482,Spring,Holiday,Beverage,38.71,18658.22,166,13.89,33.29,3.38,1.7,18.87,120,150,0.9017
2022-04-14,Sunday,Lunch,Kushka,4.46,38.88,43.34,482,Spring,Holiday,Side Dish,11.16,5379.12,493,20.49,60.45,10.45,1.7,6.37,150,200,0.2716
2022-04-14,Sunday,Breakfast,Moor milagai,3.25,40.05,43.3,283,Spring,Holiday,Beverage,15.3,4329.9,202,5.08,61.21,6.83,1.6,12.18,156,198,0.3367
2022-04-14,Sunday,Breakfast,Bread,2.62,24.62,27.24,283,Spring,Holiday,Main Dish,29.05,8221.15,249,23.05,70.91,18.87,3.3,11.82,60,80,0.7669
2022-04-14,Sunday,Breakfast,Milk,3.58,39.2,42.78,283,Spring,Holiday,Main Dish,13.73,3885.59,519,15.32,71.74,17.03,2.7,9.01,50,60,0.7496
2022-04-14,Sunday,Breakfast,Ragi Koozh,3.74,24.38,28.12,283,Spring,Holiday,Beverage,30.66,8676.78,145,14.79,36.62,11.45,3.9,16.77,80,100,0.4484
2022-04-14,Sunday,Breakfast,Jam,4.37,42.41,46.78,283,Spring,Holiday,Snack,23.18,6559.94,283,19.83,56.27,14.59,3.5,3.51,200,250,0.3348
2022-04-14,Sunday,Breakfast,Butter,4.96,25.45,30.41,283,Spring,Holiday,Side Dish,17.56,4969.48,182,27.15,21.22,12.55,3.9,4.89,400,500,0.9342
2022-04-14,Sunday,Lunch,Vadagam,4.07,29.34,33.41,482,Spring,Holiday,Main Dish,25.23,12160.86,209,24.85,22.09,14.71,4.6,7.33,200,250,0.9701
2022-04-14,Sunday,Lunch,Raitha,2.38,26.82,29.2,482,Spring,Holiday,Snack,49.8,24003.6,269,7.32,44.55,9.09,1.3,14.82,80,100,0.9747
2022-04-14,Sunday,Lunch,Rice,4.89,39.05,43.94,482,Spring,Holiday,Snack,27.47,13240.54,480,19.71,37.35,6.91,4.2,14.48,40,60,0.3427
2022-04-14,Sunday,Snacks,Tea,2.76,49.73,52.49,287,Spring,Holiday,Beverage,49.36,14166.32,245,21.06,68.02,14.96,2.9,23.88,200,250,0.8413
2022-04-14,Sunday,Snacks,Masala pori,0.91,14.47,15.38,287,Spring,Holiday,Main Dish,34.25,9829.75,222,6.62,47.42,17.01,4.7,6.5,156,198,0.788
2022-04-14,Sunday,Dinner,Tomato Sevai,4.79,44.14,48.93,132,Spring,Holiday,Main Dish,16.67,2200.44,115,19.5,56.39,9.11,3.3,27.13,100,120,0.3025
2022-04-14,Sunday,Dinner,White sevai,2.62,28.92,31.54,132,Spring,Holiday,Beverage,39.62,5229.84,353,19.04,56.26,12.16,1.8,23.74,156,198,0.9366
2022-04-14,Sunday,Dinner,Kadal curry,2.97,42.54,45.51,132,Spring,Holiday,Snack,24.88,3284.16,469,19.02,69.63,6.1,2.1,9.99,156,198,0.8622
2022-04-14,Sunday,Dinner,Coconut milk,3.3,34.24,37.54,132,Spring,Holiday,Main Dish,23.27,3071.64,366,20.09,45.5,13.2,4.7,5.42,156,198,0.9201
2022-04-14,Sunday,Dinner,Banana,3.96,35.02,38.98,132,Spring,Holiday,Main Dish,49.2,6494.4,505,21.91,36.53,2.22,2.7,8.39,40,60,0.8291
2022-04-14,Sunday,Lunch,Rasam,2.98,39.32,42.3,482,Spring,Holiday,Main Dish,39.37,18976.34,377,17.02,68.54,2.06,1.9,13.61,80,100,0.9527
2022-04-13,Saturday,Breakfast,Jam,3.31,34.27,37.58,206,Spring,Holiday,Beverage,38.62,7955.72,502,18.86,58.42,2.39,2.2,4.31,200,250,0.3707
2022-04-13,Saturday,Lunch,Dal,3.1,39.36,42.46,171,Spring,Holiday,Beverage,27.28,4664.88,275,5.88,74.66,12.55,3.1,8.74,100,120,0.9764
2022-04-13,Saturday,Lunch,Rice,4.66,39.49,44.15,171,Spring,Holiday,Beverage,35.6,6087.6,250,24.02,45.09,15.63,3.1,10.55,40,60,0.52
2022-04-13,Saturday,Breakfast,Coffee,3.04,46.43,49.47,206,Spring,Holiday,Snack,40.51,8345.06,261,5.13,72.65,6.2,1.4,6.39,400,500,0.9394
2022-04-13,Saturday,Lunch,Beetroot Poriyal,7.03,47.25,54.28,171,Spring,Holiday,Side Dish,43.18,7383.78,260,10.06,26.37,15.43,4.9,24.84,156,198,0.3279
2022-04-13,Saturday,Breakfast,Potato peas curry,4.61,29.94,34.55,206,Spring,Holiday,Main Dish,19.31,3977.86,191,24.59,34.99,17.09,4.2,0.43,156,198,0.9132
2022-04-13,Saturday,Breakfast,Kichadi,2.72,36.44,39.16,206,Spring,Holiday,Beverage,37.42,7708.52,347,13.88,61.25,5.08,2.9,23.4,100,120,0.9234
2022-04-13,Saturday,Breakfast,Chappathi,6.62,45.17,51.79,206,Spring,Holiday,Main Dish,44.18,9101.08,326,9.7,44.48,2.22,2.7,22.71,100,120,0.5337
2022-04-13,Saturday,Lunch,Kollu thovaiyal,1.68,30.98,32.66,171,Spring,Holiday,Main Dish,40.14,6863.94,457,23.64,79.59,16.09,4.2,20.06,156,198,0.8775
2022-04-13,Saturday,Lunch,Rasam,2.67,36.09,38.76,171,Spring,Holiday,Snack,18.66,3190.86,556,14.2,77.02,18.07,3.4,16.89,80,100,0.9484
2022-04-13,Saturday,Lunch,Appalam,5.77,42.98,48.75,171,Spring,Holiday,Beverage,49.07,8390.97,199,28.95,33.98,2.91,1.2,5.76,150,200,0.8989
2022-04-13,Saturday,Lunch,Thick curd,1.97,23.17,25.14,171,Spring,Holiday,Beverage,15.88,2715.48,206,13.17,77.5,6.09,3.7,11.03,156,198,0.8011
2022-04-13,Saturday,Snacks,Tea,7.75,41.88,49.63,86,Spring,Holiday,Snack,29.54,2540.44,331,8.72,25.86,11.96,4.9,15.17,200,250,0.8993
2022-04-13,Saturday,Snacks,Bajji,2.72,16.31,19.03,86,Spring,Holiday,Snack,18.39,1581.54,131,12.64,20.9,13.6,4.8,18.62,150,200,0.6206
2022-04-13,Saturday,Dinner,Idli,5.84,37.78,43.62,345,Spring,Holiday,Snack,12.7,4381.5,252,26.92,29.67,5.04,3.8,26.81,80,100,0.7162
2022-04-13,Saturday,Dinner,Coconut chutney,2.75,43.24,45.99,345,Spring,Holiday,Main Dish,34.36,11854.2,375,29.91,79.76,19.57,3.1,5.77,156,198,0.9817
2022-04-13,Saturday,Dinner,Sambar,5.67,42.88,48.55,345,Spring,Holiday,Main Dish,23.01,7938.45,176,14.21,30.8,10.79,1.6,2.61,120,150,0.918
2022-04-13,Saturday,Dinner,Banana,4.88,34.2,39.08,345,Spring,Holiday,Main Dish,40.16,13855.2,526,16.22,50.15,3.04,2.5,18.82,40,60,0.5555
2022-04-12,Friday,Lunch,vazhathandu,3.89,36.75,40.64,382,Spring,Weekday,Snack,38.83,14833.06,496,11.17,52.57,8.87,3.8,2.81,156,198,0.4286
2022-04-12,Friday,Breakfast,Kambu Dosai,4.25,30.64,34.89,201,Spring,Weekday,Snack,47.98,9643.98,371,22.22,50.78,18.21,3.5,21.87,100,120,0.9619
2022-04-12,Friday,Breakfast,Semiya,4.94,43.23,48.17,201,Spring,Weekday,Snack,32.92,6616.92,420,26.83,60.24,5.93,2.9,10.66,80,100,0.917
2022-04-12,Friday,Breakfast,Sambar,3.12,47.62,50.74,201,Spring,Weekday,Beverage,32.32,6496.32,440,20.91,70.84,13.26,3.6,20.01,120,150,0.9409
2022-04-12,Friday,Breakfast,Coconut chutney,7.98,43.64,51.62,201,Spring,Weekday,Snack,13.37,2687.37,135,24.03,20.57,9.06,4.6,3.66,156,198,0.9031
2022-04-12,Friday,Breakfast,Coffee,5.21,39.08,44.29,201,Spring,Weekday,Snack,13.2,2653.2,212,9.0,44.17,19.81,3.3,21.17,400,500,0.7266
2022-04-12,Friday,Lunch,Rice,1.58,40.97,42.55,382,Spring,Weekday,Snack,14.62,5584.84,455,16.54,74.43,10.62,4.2,29.16,40,60,0.906
2022-04-12,Friday,Lunch,Mullangi sambar,1.07,21.0,22.07,382,Spring,Weekday,Beverage,47.81,18263.42,276,5.23,64.42,6.11,4.9,1.31,156,198,0.6162
2022-04-12,Friday,Lunch,Appalam,2.78,32.38,35.16,382,Spring,Weekday,Beverage,16.79,6413.78,537,23.16,51.78,13.77,3.3,3.71,150,200,0.8766
2022-04-12,Friday,Dinner,banana,2.36,24.64,27.0,145,Spring,Weekday,Snack,37.13,5383.85,112,20.4,47.09,4.92,4.0,10.6,156,198,0.9259
2022-04-12,Friday,Lunch,Ghee,4.59,33.46,38.05,382,Spring,Weekday,Side Dish,12.64,4828.48,598,7.48,51.23,12.86,2.5,8.72,500,600,0.5353
2022-04-12,Friday,Snacks,Badam milk,4.54,49.39,53.93,93,Spring,Weekday,Snack,33.62,3126.66,149,15.04,59.32,18.76,3.3,24.21,156,198,0.9258
2022-04-12,Friday,Snacks,Masal vadai,6.54,47.13,53.67,93,Spring,Weekday,Main Dish,23.91,2223.63,461,25.0,45.1,17.31,4.2,14.21,156,198,0.5869
2022-04-12,Friday,Dinner,Mushroom biriyani,3.84,50.18,54.02,145,Spring,Weekday,Snack,47.76,6925.2,565,10.1,62.85,3.22,2.8,14.54,156,198,0.2168
2022-04-12,Friday,Dinner,curd rice,2.05,30.34,32.39,145,Spring,Weekday,Main Dish,15.46,2241.7,573,18.88,71.67,19.88,4.8,21.51,156,198,0.6369
2022-04-12,Friday,Dinner,kurma,4.73,30.56,35.29,145,Spring,Weekday,Snack,12.44,1803.8,535,23.33,29.28,14.58,2.1,10.86,156,198,0.8867
2022-04-12,Friday,Lunch,Rasam,6.28,43.19,49.47,382,Spring,Weekday,Main Dish,49.52,18916.64,352,29.8,40.87,3.37,1.1,12.92,80,100,0.7206
2022-04-11,Thursday,Breakfast,Wheat Upma,4.62,29.18,33.8,355,Spring,Weekday,Side Dish,22.42,7959.1,504,28.43,36.11,17.26,3.8,29.79,80,100,0.887
2022-04-11,Thursday,Lunch,Morokkolambu,2.52,34.91,37.43,492,Spring,Weekday,Beverage,48.93,24073.56,118,8.29,60.66,11.66,2.7,7.99,120,150,0.9466
2022-04-11,Thursday,Lunch,Rice,6.73,42.51,49.24,492,Spring,Weekday,Main Dish,47.7,23468.4,308,9.12,24.19,10.08,2.5,24.88,40,60,0.9391
2022-04-11,Thursday,Breakfast,Coffee,3.72,39.15,42.87,355,Spring,Weekday,Snack,25.34,8995.7,523,6.08,71.66,18.57,3.7,28.92,400,500,0.5997
2022-04-11,Thursday,Lunch,Potato Fry,6.83,47.11,53.94,492,Spring,Weekday,Beverage,43.01,21160.92,258,25.44,40.67,14.53,1.9,25.01,100,120,0.5502
2022-04-11,Thursday,Breakfast,coconut milk,6.45,45.07,51.52,355,Spring,Weekday,Beverage,40.36,14327.8,157,29.62,37.21,18.85,2.7,18.11,156,198,0.2935
2022-04-11,Thursday,Breakfast,kadalai curry,1.08,16.75,17.83,355,Spring,Weekday,Side Dish,44.63,15843.65,514,18.63,43.27,19.35,2.6,2.18,156,198,0.8345
2022-04-11,Thursday,Breakfast,"Sevai(white,red)",6.52,44.82,51.34,355,Spring,Weekday,Side Dish,21.1,7490.5,377,9.44,43.59,8.41,4.7,16.23,156,198,0.9221
2022-04-11,Thursday,Lunch,Pachapayir kolambu,6.41,37.43,43.84,492,Spring,Weekday,Beverage,32.31,15896.52,595,23.15,30.37,15.36,2.4,0.67,156,198,0.5479
2022-04-11,Thursday,Dinner,Banana,2.37,26.86,29.23,301,Spring,Weekday,Side Dish,28.37,8539.37,573,19.13,65.77,16.14,4.2,6.59,40,60,0.8289
2022-04-11,Thursday,Lunch,Appalam,8.13,41.5,49.63,492,Spring,Weekday,Beverage,16.72,8226.24,215,10.34,23.69,18.03,2.8,1.67,150,200,0.9396
2022-04-11,Thursday,Lunch,Thick curd,2.07,29.93,32.0,492,Spring,Weekday,Snack,31.21,15355.32,316,26.02,66.11,19.96,4.0,16.33,156,198,0.7662
2022-04-11,Thursday,Snacks,Chukku paal,3.95,44.47,48.42,372,Spring,Weekday,Main Dish,39.87,14831.64,175,23.32,73.1,8.27,4.1,5.35,156,198,0.9552
2022-04-11,Thursday,Snacks,Sundal,1.69,17.14,18.83,372,Spring,Weekday,Snack,40.17,14943.24,240,18.56,33.29,16.99,2.5,25.01,100,120,0.6925
2022-04-11,Thursday,Dinner,Wheat Parotta,5.16,48.01,53.17,301,Spring,Weekday,Main Dish,34.56,10402.56,515,19.76,47.81,14.56,4.1,23.31,100,120,0.4858
2022-04-11,Thursday,Dinner,Salna,2.69,27.86,30.55,301,Spring,Weekday,Snack,46.35,13951.35,207,17.71,48.22,14.44,1.0,22.67,120,150,0.9771
2022-04-11,Thursday,Dinner,Curd rice,3.09,41.51,44.6,301,Spring,Weekday,Snack,10.49,3157.49,319,12.44,72.41,7.87,2.9,24.48,156,198,0.9103
2022-04-11,Thursday,Lunch,Rasam,4.58,25.69,30.27,492,Spring,Weekday,Beverage,40.67,20009.64,160,17.65,36.2,14.89,3.7,6.17,80,100,0.7701
2022-04-10,Wednesday,Breakfast,Sambar,4.1,35.1,39.2,270,Spring,Weekday,Side Dish,15.57,4203.9,186,9.94,60.77,10.39,3.4,5.23,120,150,0.8724
2022-04-10,Wednesday,Lunch,Sambar,3.57,46.82,50.39,326,Spring,Weekday,Beverage,10.47,3413.22,344,12.15,66.32,5.29,3.6,12.47,120,150,0.9802
2022-04-10,Wednesday,Lunch,Rice,5.07,43.39,48.46,326,Spring,Weekday,Main Dish,48.16,15700.16,472,21.15,55.62,7.36,5.0,11.87,40,60,0.8073
2022-04-10,Wednesday,Breakfast,Coffee,7.27,44.3,51.57,270,Spring,Weekday,Snack,28.96,7819.2,259,27.17,24.03,13.46,4.9,16.15,400,500,0.8451
2022-04-10,Wednesday,Lunch,Rasam,6.77,42.4,49.17,326,Spring,Weekday,Side Dish,41.89,13656.14,557,26.53,30.23,6.21,1.8,19.86,80,100,0.4096
2022-04-10,Wednesday,Breakfast,Kesar(Milk),3.23,26.53,29.76,270,Spring,Weekday,Main Dish,37.31,10073.7,105,8.04,44.34,12.33,2.0,28.7,156,198,0.8992
2022-04-10,Wednesday,Breakfast,Pudina chutney,3.31,29.26,32.57,270,Spring,Weekday,Beverage,24.17,6525.9,594,11.02,44.79,16.98,3.7,1.09,156,198,0.9386
2022-04-10,Wednesday,Breakfast,Idly,1.69,24.41,26.1,270,Spring,Weekday,Snack,28.65,7735.5,108,28.58,58.89,14.04,4.7,15.5,156,198,0.8084
2022-04-10,Wednesday,Lunch,Cabbage poriyal,1.67,17.95,19.62,326,Spring,Weekday,Main Dish,47.21,15390.46,563,25.4,69.69,13.1,4.5,19.3,156,198,0.949
2022-04-10,Wednesday,Dinner,banana,4.61,31.18,35.79,455,Spring,Weekday,Side Dish,46.66,21230.3,287,21.4,36.46,13.71,4.7,11.33,156,198,0.4965
2022-04-10,Wednesday,Lunch,Appalam,3.56,45.49,49.05,326,Spring,Weekday,Side Dish,10.31,3361.06,112,26.16,73.85,3.44,2.0,4.63,150,200,0.9427
2022-04-10,Wednesday,Dinner,Tomato thokku,2.76,40.8,43.56,455,Spring,Weekday,Side Dish,36.36,16543.8,332,26.05,75.14,8.75,3.4,9.4,156,198,0.9541
2022-04-10,Wednesday,Dinner,coconut chutney,3.08,26.05,29.13,455,Spring,Weekday,Main Dish,43.67,19869.85,373,24.41,46.89,9.33,2.2,3.77,156,198,0.9736
2022-04-10,Wednesday,Dinner,Daal sambar,2.65,31.95,34.6,455,Spring,Weekday,Snack,17.69,8048.95,297,23.21,73.99,10.75,3.4,6.37,156,198,0.5942
2022-04-10,Wednesday,Lunch,Thick curd,1.7,19.25,20.95,326,Spring,Weekday,Snack,39.51,12880.26,291,27.97,59.37,2.01,4.8,14.99,156,198,0.8568
2022-04-10,Wednesday,Dinner,Wheat Dosai,3.31,39.86,43.17,455,Spring,Weekday,Snack,43.85,19951.75,532,16.51,52.52,15.54,2.7,4.97,100,120,0.9537
2022-04-10,Wednesday,Snacks,puffs/Samosa,4.91,47.28,52.19,337,Spring,Weekday,Main Dish,20.44,6888.28,267,23.88,49.12,8.52,1.8,13.3,156,198,0.2686
2022-04-10,Wednesday,Snacks,Tea,2.45,31.68,34.13,337,Spring,Weekday,Snack,40.1,13513.7,599,11.31,72.91,12.95,1.5,23.71,200,250,0.3542
2022-04-09,Tuesday,Lunch,Vadagam,4.16,47.89,52.05,337,Spring,Weekday,Snack,24.41,8226.17,389,21.41,59.55,11.31,4.9,29.06,200,250,0.9039
2022-04-09,Tuesday,Breakfast,Kichadi,5.54,38.97,44.51,143,Spring,Weekday,Snack,12.52,1790.36,117,29.21,39.43,19.18,4.4,18.67,100,120,0.5927
2022-04-09,Tuesday,Breakfast,coconut chutney,7.3,42.61,49.91,143,Spring,Weekday,Snack,48.58,6946.94,294,24.97,28.18,4.81,3.4,26.48,156,198,0.8409
2022-04-09,Tuesday,Breakfast,Ragi Koozh,3.4,42.96,46.36,143,Spring,Weekday,Main Dish,26.96,3855.28,410,12.32,73.25,5.41,4.6,3.03,80,100,0.9137
2022-04-09,Tuesday,Breakfast,Tomato sauce,5.65,42.36,48.01,143,Spring,Weekday,Side Dish,29.57,4228.51,283,29.5,48.25,16.54,3.3,25.49,156,198,0.6334
2022-04-09,Tuesday,Breakfast,Coffee,2.72,47.43,50.15,143,Spring,Weekday,Main Dish,23.41,3347.63,404,20.05,72.69,6.69,1.7,23.96,400,500,0.657
2022-04-09,Tuesday,Lunch,Tomato Rice,3.46,32.11,35.57,337,Spring,Weekday,Main Dish,26.69,8994.53,196,19.56,55.15,16.39,4.7,15.11,100,120,0.8875
2022-04-09,Tuesday,Lunch,Lemon rice/Pulisahtam/Pudina rice/coconut rice,4.47,38.73,43.2,337,Spring,Weekday,Beverage,10.51,3541.87,320,23.7,60.45,6.89,3.7,9.27,156,198,0.4248
2022-04-09,Tuesday,Breakfast,Maggie (without vegetables),3.04,24.83,27.87,143,Spring,Weekday,Snack,11.1,1587.3,429,6.05,52.48,10.53,3.2,3.66,60,80,0.5483
2022-04-09,Tuesday,Lunch,Chutney,2.48,36.04,38.52,337,Spring,Weekday,Beverage,31.25,10531.25,305,25.29,68.26,2.6,3.8,12.16,156,198,0.9481
2022-04-09,Tuesday,Lunch,Rice,3.35,25.45,28.8,337,Spring,Weekday,Main Dish,49.35,16630.95,136,8.2,43.88,5.54,1.3,6.05,40,60,0.4785
2022-04-09,Tuesday,Snacks,Ellakai tea,4.12,49.33,53.45,436,Spring,Weekday,Snack,12.69,5532.84,256,28.2,68.18,13.54,2.0,2.5,156,198,0.4775
2022-04-09,Tuesday,Snacks,Steamed groundnut,5.39,43.82,49.21,436,Spring,Weekday,Snack,43.96,19166.56,464,10.62,42.42,18.62,3.5,6.54,156,198,0.5999
2022-04-09,Tuesday,Dinner,Chappatti,6.9,47.68,54.58,439,Spring,Weekday,Side Dish,36.67,16098.13,214,14.3,43.29,16.09,4.2,22.9,156,198,0.437
2022-04-09,Tuesday,Dinner,veg kuruma,6.66,38.58,45.24,439,Spring,Weekday,Main Dish,38.01,16686.39,344,15.8,25.74,5.25,4.9,9.08,156,198,0.9116
2022-04-09,Tuesday,Dinner,curd rice,1.7,31.4,33.1,439,Spring,Weekday,Beverage,40.57,17810.23,466,15.99,74.88,16.4,2.8,29.57,156,198,0.9396
